BCL2L11	10018	2	111119378	111168445	1	2q13	13
SH2B3	10019	12	111405923	111451623	1	12q24.12	24.12
CDH4	1002	20	61252261	61940617	1	20q13.33	13.33
GNE	10020	9	36214441	36277056	-1	9p13.3	-13.3
HCN4	10021	15	73319859	73368958	-1	15q24.1	24.1
FRAT1	10023	10	97319271	97321915	1	10q24.1	24.1
TROAP	10024	12	49323236	49331731	1	12q13.12	13.12
MED16	10025	19	868013	881626	-1	19p13.3	-13.3
PIGK	10026	1	77088989	77219430	-1	1p31.1	-31.1
CMC4	100272147	X	155061622	155071136	-1	Xq28	28
TTC34	100287898	1	2635976	2801717	-1	1p36.32	-36.32
TIMM23	100287932	10	45972489	46003742	1	10q11.22	11.22
WASH8P	100288778	12	14522	32015	-1	12p13.33	-13.33
TMEM239	100288797	20	2816302	2820284	1	20p13	-13
TSPY10	100289087	Y	9527880	9530682	1	Yp11.2	-11.2
ZNF587B	100293516	19	57819721	57846238	1	19q13.43	13.43
C4B_2	100293534	6	31974678	31995335	1	6p21.3	-21.3
CDH5	1003	16	66366622	66404784	1	16q21	21
SAP25	100316904	7	100572228	100573900	-1	7q22.1	22.1
CHAF1A	10036	19	4402640	4445018	1	19p13.3	-13.3
PARP2	10038	14	20343582	20357905	1	14q11.2	11.2
PARP3	10039	3	51942345	51948867	1	3p21.2	-21.2
CDH6	1004	5	31193686	31329146	1	5p13.3	-13.3
TOM1L1	10040	17	54899387	54961956	1	17q23.2	23.2
HMGXB4	10042	22	35257452	35295807	1	22q12.3	12.3
TOM1	10043	22	35299275	35347992	1	22q12.3	12.3
SH2D3C	10044	9	127738317	127778710	-1	9q34.11	34.11
SH2D3A	10045	19	6752160	6767463	-1	19p13.3	-13.3
RANBP9	10048	6	13621498	13711835	-1	6p23	-23
DNAJB6	10049	7	157335381	157417439	1	7q36.3	36.3
CDH7	1005	18	65750252	65890337	1	18q22.1	22.1
IQCJ-SCHIP1	100505385	3	158962235	159897366	1	3q25.32	25.32
HSFX1	100506164	X	149774068	149776867	1	Xq28	28
OCLN	100506658	5	69492007	69556424	1	5q13.2	13.2
MICA	100507436	6	31399784	31415315	1	6p21.33	-21.33
SMC4	10051	3	160399274	160434954	1	3q25.33	25.33
GJC1	10052	17	44798448	44830816	-1	17q21.31	21.31
RNF103-CHMP3	100526767	2	86505668	86721122	-1	2p11.2	-11.2
TMEM256-PLSCR3	100529211	17	7389734	7404097	-1	17p13.1	-13.1
MIA-RAB4B	100529262	19	40771648	40796943	1	19q13.2	13.2
RAB4B-EGLN2	100529264	19	40778242	40808418	1	19q13.2	13.2
AP1M2	10053	19	10572671	10587315	-1	19p13.2	-13.2
COMMD3-BMI1	100532731	10	22316388	22329542	1	10p12.2	-12.2
C8orf44-SGK3	100533105	8	66667596	66860472	1	8q13.1	13.1
UBA2	10054	19	34428352	34471251	1	19q13.11	13.11
SAE1	10055	19	47113274	47210636	1	19q13.32	13.32
FARSB	10056	2	222566899	222656092	-1	2q36.1	36.1
ABCB6	10058	2	219209772	219218994	-1	2q35	35
DNM1L	10059	12	32679200	32745650	1	12p11.21	-11.21
CDH8	1006	16	61647242	62037035	-1	16q21	21
ABCC9	10060	12	21797401	21942529	-1	12p12.1	-12.1
NR1H3	10062	11	47248300	47269033	1	11p11.2	-11.2
COX17	10063	3	119654513	119677454	-1	3q13.33	13.33
SCAMP2	10066	15	74843730	74873365	-1	15q24.1	24.1
SCAMP3	10067	1	155271383	155277834	-1	1q22	22
IL18BP	10068	11	71998613	72005715	1	11q13.4	13.4
RWDD2B	10069	21	29004384	29019360	-1	21q21.3	21.3
CDH9	1007	5	26880597	27121150	-1	5p14.1	-14.1
MUC12	10071	7	100969623	101018949	1	7q22.1	22.1
DPP3	10072	11	66480013	66509657	1	11q13.2	13.2
SNUPN	10073	15	75598083	75626469	-1	15q24.2	24.2
HUWE1	10075	X	53532096	53686728	-1	Xp11.22	-11.22
PTPRU	10076	1	29236516	29326813	1	1p35.3	-35.3
TSSC4	10078	11	2400488	2403878	1	11p15.5	-15.5
CDH10	1008	5	24487100	24644978	-1	5p14.2	-14.2
PDCD7	10081	15	65117379	65133808	-1	15q22.31	22.31
USH1C	10083	11	17493895	17544416	-1	11p15.1	-15.1
PQBP1	10084	X	48890197	48903143	1	Xp11.23	-11.23
EDIL3	10085	5	83940554	84384880	-1	5q14.3	14.3
COL4A3BP	10087	5	75356345	75512138	-1	5q13.3	13.3
CDH11	1009	16	64943753	65126112	-1	16q21	21
UST	10090	6	148747030	149076990	1	6q25.1	25.1
ARPC5	10092	1	183620846	183635783	-1	1q25.3	25.3
ARPC4	10093	3	9792495	9807726	1	3p25.3	-25.3
ARPC3	10094	12	110434823	110450422	-1	12q24.11	24.11
ARPC1B	10095	7	99374249	99394816	1	7q22.1	22.1
ACTR3	10096	2	113890063	113962596	1	2q14.1	14.1
ACTR2	10097	2	65227753	65271253	1	2p14	-14
TSPAN5	10098	4	98470367	98658611	-1	4q23	23
TSPAN3	10099	15	77041404	77083984	-1	15q24.3	24.3
CDH12	1010	5	21750673	22853344	-1	5p14.3	-14.3
TSPAN2	10100	1	115048011	115089503	-1	1p13.2	-13.2
NUBP2	10101	16	1782932	1789186	1	16p13.3	-13.3
TSFM	10102	12	57782761	57808071	1	12q14.1	14.1
PPIF	10105	10	79347469	79355334	1	10q22.3	22.3
CTDSP2	10106	12	57819927	57846729	-1	12q14.1	14.1
TRIM10	10107	6	30151943	30161211	-1	6p22.1	-22.1
ARPC2	10109	2	218217141	218254356	1	2q35	35
SGK2	10110	20	43558968	43588237	1	20q13.12	13.12
RAD50	10111	5	132556019	132646349	1	5q31.1	31.1
KIF20A	10112	5	138178719	138187723	1	5q31.2	31.2
PREB	10113	2	27130756	27134666	-1	2p23.3	-23.3
HIPK3	10114	11	33256672	33357023	1	11p13	-13
FEM1B	10116	15	68277745	68295862	1	15q23	23
CDH13	1012	16	82626965	83800640	1	16q23.3	23.3
ACTR1B	10120	2	97655939	97664044	-1	2q11.2	11.2
ACTR1A	10121	10	102461881	102502712	-1	10q24.32	24.32
ARL4C	10123	2	234493041	234497081	-1	2q37.1	37.1
ARL4A	10124	7	12686856	12690958	1	7p21.3	-21.3
RASGRP1	10125	15	38488103	38565575	-1	15q14	14
DNAL4	10126	22	38778508	38794198	-1	22q13.1	13.1
ZNF263	10127	16	3263800	3301401	1	16p13.3	-13.3
LRPPRC	10128	2	43886224	43995989	-1	2p21	-21
FRY	10129	13	31846713	32299125	1	13q13.1	13.1
CDH15	1013	16	89171748	89195492	1	16q24.3	24.3
PDIA6	10130	2	10783391	10837977	-1	2p25.1	-25.1
TRAP1	10131	16	3651639	3717553	-1	16p13.3	-13.3
OPTN	10133	10	13099449	13138308	1	10p13	-13
BCAP31	10134	X	153700492	153724565	-1	Xq28	28
NAMPT	10135	7	106248298	106286326	-1	7q22.3	22.3
CELA3A	10136	1	22001657	22012542	1	1p36.12	-36.12
RBM12	10137	20	35648925	35664956	-1	20q11.22	11.22
YAF2	10138	12	42157104	42238349	-1	12q12	12
ARFRP1	10139	20	63698642	63708025	-1	20q13.33	13.33
CDH16	1014	16	66908122	66918917	-1	16q22.1	22.1
TOB1	10140	17	50862223	50867978	-1	17q21.33	21.33
AKAP9	10142	7	91940862	92110673	1	7q21.2	21.2
FAM13A	10144	4	88725955	89111398	-1	4q22.1	22.1
G3BP1	10146	5	151771045	151812785	1	5q33.1	33.1
SUGP2	10147	19	18990888	19034023	-1	19p13	-13
EBI3	10148	19	4229523	4237528	1	19p13.3	-13.3
CDH17	1015	8	94127162	94217303	-1	8q22.1	22.1
ABI2	10152	2	203328239	203447728	1	2q33.2	33.2
CEBPZ	10153	2	37201612	37231596	-1	2p22.2	-22.2
PLXNC1	10154	12	94148577	94307675	1	12q22	22
TRIM28	10155	19	58544064	58550722	1	19q13.4	13.4
RASA4	10156	7	102573807	102616756	-1	7q22.1	22.1
AASS	10157	7	122073549	122144255	-1	7q31.32	31.32
PDZK1IP1	10158	1	47183582	47191044	-1	1p33	-33
ATP6AP2	10159	X	40579372	40606848	1	Xp11.4	-11.4
CDH18	1016	5	19471296	20575873	-1	5p14.3	-14.3
WASF2	10163	1	27404230	27490167	-1	1p36.11	-36.11
CHST4	10164	16	71525233	71538746	1	16q22.2	22.2
SLC25A13	10165	7	96120220	96322147	-1	7q21.3	21.3
ZNF197	10168	3	44584888	44648471	1	3p21.31	-21.31
SERF2	10169	15	43777087	43804427	1	15q15.3	15.3
CDK2	1017	12	55966781	55972789	1	12q13.2	13.2
SORBS3	10174	8	22544986	22575788	1	8p21.3	-21.3
RBM7	10179	11	114400030	114414203	1	11q23.1	23.1
CDK3	1018	17	76000906	76005999	1	17q25.1	25.1
RBM6	10180	3	49940007	50100045	1	3p21.31	-21.31
RBM5	10181	3	50088919	50119021	1	3p21.31	-21.31
TNK2	10188	3	195863364	195911945	-1	3q29	29
ALYREF	10189	17	81887835	81891586	-1	17q25.3	25.3
CDK4	1019	12	57747727	57756013	-1	12q14.1	14.1
TXNDC9	10190	2	99318982	99340702	-1	2q11.2	11.2
RNF41	10193	12	56202179	56221933	-1	12q13.3	13.3
TSHZ1	10194	18	75210755	75289950	1	18q22.3	22.3
ALG3	10195	3	184242301	184249548	-1	3q27.1	27.1
PRMT3	10196	11	20387558	20509338	1	11p15.1	-15.1
PSME3	10197	17	42824385	42843760	1	17q21.31	21.31
MPHOSPH9	10198	12	123152320	123244014	-1	12q24.31	24.31
MPHOSPH10	10199	2	71130632	71150101	1	2p13.3	-13.3
ADAM10	102	15	58588809	58749791	-1	15q21.3	21.3
CDK5	1020	7	151053815	151057897	-1	7q36.1	36.1
MPHOSPH6	10200	16	82147798	82170224	-1	16q23.3	23.3
NME6	10201	3	48290722	48301685	-1	3p21.31	-21.31
DHRS2	10202	14	23630115	23645639	1	14q11.2	11.2
CALCRL	10203	2	187341964	187448460	-1	2q32.1	32.1
NUTF2	10204	16	67846923	67872567	1	16q22.1	22.1
TRIM13	10206	13	49995888	50020481	1	13q14.2	14.2
PATJ	10207	1	61742406	62178675	1	1p31.3	-31.3
USPL1	10208	13	30617693	30660770	1	13q12.3	12.3
EIF1	10209	17	41688885	41692668	1	17q21.2	21.2
CDK6	1021	7	92604921	92836573	-1	7q21.2	21.2
TOPORS	10210	9	32540544	32552586	-1	9p21.1	-21.1
FLOT1	10211	6	30791619	30794413	-1	6p21.33	-21.33
DDX39A	10212	19	14408798	14419383	-1	19p13.12	-13.12
PSMD14	10213	2	161308425	161411717	1	2q24.2	24.2
SSX3	10214	X	48346427	48356707	-1	Xp11.23	-11.23
OLIG2	10215	21	33025935	33029196	1	21q22.11	22.11
PRG4	10216	1	186296279	186314567	1	1q31.1	31.1
CTDSPL	10217	3	37861880	37984469	1	3p22.2	-22.2
ANGPTL7	10218	1	11189355	11195981	1	1p36.22	-36.22
KLRG1	10219	12	8950044	9010760	1	12p13.31	-13.31
CDK7	1022	5	69234793	69277413	1	5q13.2	13.2
GDF11	10220	12	55743122	55757264	1	12q13.2	13.2
TRIB1	10221	8	125430358	125438403	1	8q24.13	24.13
ZNF443	10224	19	12429706	12441021	-1	19p13.2	-13.2
PLIN3	10226	19	4838341	4867694	-1	19p13.3	-13.3
STX6	10228	1	180972712	181023121	-1	1q25.3	25.3
RCAN2	10231	6	46220736	46491972	-1	6p12.3	-12.3
MSLN	10232	16	760734	768865	1	16p13.3	-13.3
LRRC23	10233	12	6873569	6914241	1	12p13.31	-13.31
RASGRP2	10235	11	64726911	64745456	-1	11q13.1	13.1
HNRNPR	10236	1	23303771	23344336	-1	1p36.12	-36.12
DCAF7	10238	17	63550477	63594279	1	17q23.3	23.3
AP3S2	10239	15	89830599	89894638	-1	15q26.1	26.1
CDK8	1024	13	26254104	26405238	1	13q12.13	12.13
MRPS31	10240	13	40729128	40771190	-1	13q14.11	14.11
CALCOCO2	10241	17	48830988	48866522	1	17q21.32	21.32
GPHN	10243	14	66507407	67181803	1	14q23.3	23.3
RABEPK	10244	9	125200542	125234161	1	9q33.3	33.3
TIMM17B	10245	X	48893447	48898143	-1	Xp11.23	-11.23
RIDA	10247	8	98102344	98117171	-1	8q22.2	22.2
POP7	10248	7	100706121	100707486	1	7q22.1	22.1
GLYAT	10249	11	58640426	58731974	-1	11q12.1	12.1
CDK9	1025	9	127785679	127790792	1	9q34.11	34.11
SRRM1	10250	1	24631716	24673281	1	1p36.11	-36.11
SPRY3	10251	X	155767812	155782459	1	Xq28	28
SPRY1	10252	4	123396795	123403760	1	4q28.1	28.1
SPRY2	10253	13	80335976	80341126	-1	13q31.1	31.1
STAM2	10254	2	152116801	152175763	-1	2q23.3	23.3
CNKSR1	10256	1	26177484	26189884	1	1p36.11	-36.11
CDKN1A	1026	6	36676460	36687337	1	6p21.2	-21.2
DENND4A	10260	15	65658046	65792293	-1	15q22.31	22.31
SF3B4	10262	1	149923317	149927803	-1	1q21.2	21.2
CDK2AP2	10263	11	67506497	67508649	-1	11q13.2	13.2
RAMP2	10266	17	42758447	42763041	1	17q21.2	21.2
RAMP1	10267	2	237858893	237912106	1	2q37.3	37.3
RAMP3	10268	7	45157791	45186302	1	7p13	-13
ZMPSTE24	10269	1	40258236	40294180	1	1p34.2	-34.2
CDKN1B	1027	12	12715058	12722369	1	12p13.1	-13.1
AKAP8	10270	19	15353385	15379798	-1	19p13.12	-13.12
FSTL3	10272	19	676392	683392	1	19p13.3	-13.3
STUB1	10273	16	680224	682870	1	16p13.3	-13.3
STAG1	10274	3	136336236	136752403	-1	3q22.3	22.3
NET1	10276	10	5412557	5459056	1	10p15.1	-15.1
UBE4B	10277	1	10032832	10181239	1	1p36.22	-36.22
EFS	10278	14	23356403	23365752	-1	14q11.2	11.2
CDKN1C	1028	11	2883205	2885904	-1	11p15.4	-15.4
SIGMAR1	10280	9	34634722	34637809	-1	9p13.3	-13.3
BET1	10282	7	93962762	94004382	-1	7q21.3	21.3
CWC27	10283	5	64768930	65018750	1	5q12.3	12.3
SAP18	10284	13	21140514	21149084	1	13q12.11	12.11
SMNDC1	10285	10	110290730	110304938	-1	10q25.2	25.2
BCAS2	10286	1	114567557	114581629	-1	1p13.2	-13.2
RGS19	10287	20	64073181	64079988	-1	20q13.33	13.33
LILRB2	10288	19	54274438	54278995	-1	19q13.4	13.4
EIF1B	10289	3	40309707	40312424	1	3p22.1	-22.1
CDKN2A	1029	9	21967753	21995301	-1	9p21.3	-21.3
SPEG	10290	2	219434843	219493629	1	2q35	35
SF3A1	10291	22	30331988	30356919	-1	22q12.2	12.2
TRAIP	10293	3	49828601	49856574	-1	3p21.31	-21.31
DNAJA2	10294	16	46955362	46973674	-1	16q11.2	11.2
BCKDK	10295	16	31106107	31112791	1	16p11.2	-11.2
MAEA	10296	4	1289887	1340147	1	4p16.3	-16.3
APC2	10297	19	1446302	1473244	1	19p13.3	-13.3
PAK4	10298	19	39125770	39182816	1	19q13.2	13.2
MARCH6	10299	5	10353695	10440388	1	5p15.2	-15.2
ADAR	103	1	154582057	154628013	-1	1q21.3	21.3
CDKN2B	1030	9	22002903	22009305	-1	9p21.3	-21.3
KATNB1	10300	16	57735739	57757244	1	16q21	21
DLEU1	10301	13	50082169	50906856	1	13q14.2	14.2
SNAPC5	10302	15	66490135	66497780	-1	15q22.31	22.31
APBB3	10307	5	140558268	140564781	-1	5q31.3	31.3
ZNF267	10308	16	31873807	31917357	1	16p11.2	-11.2
CCNO	10309	5	55231152	55233608	-1	5q11.2	11.2
CDKN2C	1031	1	50960745	50974634	1	1p32.3	-32.3
RTN3	10313	11	63681446	63759891	1	11q13	13
LANCL1	10314	2	210431249	210477652	-1	2q34	34
NMUR1	10316	2	231523187	231530445	-1	2q37.1	37.1
TNIP1	10318	5	151029945	151093577	-1	5q33.1	33.1
LAMC3	10319	9	131009174	131094473	1	9q34.12	34.12
CDKN2D	1032	19	10566460	10569059	-1	19p13.2	-13.2
IKZF1	10320	7	50304068	50405101	1	7p12.2	-12.2
CRISP3	10321	6	49727384	49744437	-1	6p12.3	-12.3
KLHL41	10324	2	169509702	169526258	1	2q31.1	31.1
RRAGB	10325	X	55717739	55758774	1	Xp11.21	-11.21
SIRPB1	10326	20	1561385	1620061	-1	20p13	-13
AKR1A1	10327	1	45550543	45570049	1	1p34.1	-34.1
EMC8	10328	16	85771758	85799608	-1	16q24.1	24.1
CDKN3	1033	14	54396849	54420218	1	14q22.2	22.2
CNPY2	10330	12	56309842	56316119	-1	12q13.3	13.3
B3GNT3	10331	19	17794828	17813576	1	19p13.11	-13.11
CLEC4M	10332	19	7763149	7769605	1	19p13.2	-13.2
TLR6	10333	4	38823715	38856817	-1	4p14	-14
MRVI1	10335	11	10573091	10693988	-1	11p15.4	-15.4
PCGF3	10336	4	705748	770640	1	4p16.3	-16.3
TFG	10342	3	100709331	100748964	1	3q12.2	12.2
CCL26	10344	7	75769533	75789896	-1	7q11.23	11.23
TRDN	10345	6	123216339	123637093	-1	6q22.31	22.31
TRIM22	10346	11	5689697	5737089	1	11p15.4	-15.4
ABCA9	10350	17	68974488	69060949	-1	17q24.2	24.2
CDO1	1036	5	115804733	115816659	-1	5q22.3	22.3
NPM3	10360	10	101781325	101783413	-1	10q24.32	24.32
NPM2	10361	8	22024125	22036897	1	8p21.3	-21.3
HMG20B	10362	19	3572777	3579088	1	19p13.3	-13.3
HMG20A	10363	15	77420412	77485607	1	15q24.3	24.3
KLF2	10365	19	16324826	16328685	1	19p13.11	-13.11
MICU1	10367	10	72367327	72626191	-1	10q22.1	22.1
CACNG3	10368	16	24256335	24362412	1	16p12.1	-12.1
CACNG2	10369	22	36563921	36703558	-1	22q12.3	12.3
CITED2	10370	6	139371807	139374648	-1	6q24.1	24.1
SEMA3A	10371	7	83955777	84492724	-1	7q21.11	21.11
TUBA1B	10376	12	49127782	49131397	-1	12q13.12	13.12
IRF9	10379	14	24161265	24166565	1	14q12	12
CDR1	1038	X	Inf	Inf	Inf	Xq27.1	27.1
BPNT1	10380	1	220057482	220090462	-1	1q41	41
TUBB3	10381	16	89921392	89938761	1	16q24.3	24.3
TUBB4A	10382	19	6494319	6502848	-1	19p13.3	-13.3
TUBB4B	10383	9	137241287	137243707	1	9q34.3	34.3
BTN2A2	10385	6	26383096	26394874	1	6p22.2	-22.2
SCML2	10389	X	18239313	18354688	-1	Xp22.13	-22.13
CDR2	1039	16	22345936	22437165	-1	16p12.2	-12.2
CEPT1	10390	1	111139627	111185104	1	1p13.3	-13.3
CORO2B	10391	15	68578993	68727806	1	15q23	23
MYL12B	103910	18	3261479	3278431	1	18p11.31	-11.31
NOD1	10392	7	30424527	30478784	-1	7p14.3	-14.3
ANAPC10	10393	4	144831908	145098541	-1	4q31.21	31.21
DLC1	10395	8	13083361	13604610	-1	8p22	-22
NDRG1	10397	8	133237171	133302022	-1	8q24.22	24.22
MYL9	10398	20	36541497	36551447	1	20q11.23	11.23
RACK1	10399	5	181236897	181248096	-1	5q35.3	35.3
CDS1	1040	4	84583127	84651334	1	4q21.23	21.23
PEMT	10400	17	17505563	17591708	-1	17p11.2	-11.2
PIAS3	10401	1	145848522	145859836	-1	1q21.1	21.1
NDC80	10403	18	2571557	2616635	1	18p11.32	-11.32
WFDC2	10406	20	45469753	45481532	1	20q13.12	13.12
BASP1	10409	5	17065598	17276843	1	5p15.1	-15.1
CDSN	1041	6	31115087	31120446	-1	6p21.33	-21.33
IFITM3	10410	11	319676	327537	-1	11p15.5	-15.5
RAPGEF3	10411	12	47734363	47771040	-1	12q13.11	13.11
YAP1	10413	11	102110447	102233424	1	11q22.1	22.1
SPON2	10417	4	1166932	1208962	-1	4p16.3	-16.3
SPON1	10418	11	13962723	14268133	1	11p15.2	-15.2
PRMT5	10419	14	22920525	22929408	-1	14q11.2	11.2
TESK2	10420	1	45343883	45491163	-1	1p34.1	-34.1
CD2BP2	10421	16	30350773	30355308	-1	16p11.2	-11.2
UBAC1	10422	9	135932969	135961373	-1	9q34.3	34.3
CDIPT	10423	16	29858357	29863414	-1	16p11.2	-11.2
PGRMC2	10424	4	128269237	128288829	-1	4q28.2	28.2
ARIH2	10425	3	48918821	48986382	1	3p21.31	-21.31
TUBGCP3	10426	13	112485011	112588205	-1	13q34	34
SEC24B	10427	4	109433772	109540896	1	4q25	25
CFDP1	10428	16	75293698	75433503	-1	16q23.1	23.1
TMEM147	10430	19	35545600	35547526	1	19q13.12	13.12
RBM14	10432	11	66616626	66629934	1	11q13.2	13.2
LYPLA1	10434	8	54046367	54102017	-1	8q11.23	11.23
CDC42EP2	10435	11	65314866	65322417	1	11q13.1	13.1
EMG1	10436	12	6970913	6997428	1	12p13.31	-13.31
IFI30	10437	19	18173162	18178117	1	19p13.11	-13.11
C1D	10438	2	68041130	68110948	-1	2p14	-14
OLFM1	10439	9	135075422	135121179	1	9q34.3	34.3
CDX1	1044	5	150166778	150184558	1	5q32	32
TIMM17A	10440	1	201955503	201970664	1	1q32.1	32.1
N4BP2L2	10443	13	32432417	32538885	-1	13q13.1	13.1
ZER1	10444	9	128729786	128772414	-1	9q34.11	34.11
MCRS1	10445	12	49556544	49568145	-1	12q13.12	13.12
FAM3C	10447	7	121348878	121396364	-1	7q31.31	31.31
ACAA2	10449	18	49782164	49813953	-1	18q21.1	21.1
CDX2	1045	13	27960918	27969315	-1	13q12.2	12.2
PPIE	10450	1	39692182	39763914	1	1p34.2	-34.2
VAV3	10451	1	107571161	107965180	-1	1p13.3	-13.3
TOMM40	10452	19	44890569	44903689	1	19q13	13
TAB1	10454	22	39399778	39437060	1	22q13.1	13.1
ECI2	10455	6	4115689	4135597	-1	6p25.2	-25.2
HAX1	10456	1	154272589	154275875	1	1q21.3	21.3
GPNMB	10457	7	23235967	23275108	1	7p15.3	-15.3
BAIAP2	10458	17	81035122	81117432	1	17q25.3	25.3
MAD2L2	10459	1	11674480	11691650	-1	1p36.22	-36.22
CDX4	1046	X	73447254	73455245	1	Xq13.2	13.2
TACC3	10460	4	1712891	1745176	1	4p16.3	-16.3
MERTK	10461	2	111898607	112029561	1	2q13	13
SLC30A9	10463	4	41990502	42090461	1	4p13	-13
PIBF1	10464	13	72782133	73016461	1	13q21.33	21.33
PPIH	10465	1	42658423	42676758	1	1p34.2	-34.2
COG5	10466	7	107201555	107564514	-1	7q22.3	22.3
ZNHIT1	10467	7	101218165	101224190	1	7q22.1	22.1
FST	10468	5	53480626	53487134	1	5q11.2	11.2
TIMM44	10469	19	7926718	7943667	-1	19p13.2	-13.2
CLGN	1047	4	140388453	140427661	-1	4q31.1	31.1
PFDN6	10471	6	33289302	33298401	1	6p21.32	-21.32
ZBTB18	10472	1	244048939	244057476	1	1q44	44
HMGN4	10473	6	26538366	26546933	1	6p22.2	-22.2
TADA3	10474	3	9779860	9793011	-1	3p25.3	-25.3
TRIM38	10475	6	25962802	25991231	1	6p22.2	-22.2
ATP5PD	10476	17	75038863	75046985	-1	17q25.1	25.1
UBE2E3	10477	2	180967248	181076585	1	2q31.3	31.3
SLC25A17	10478	22	40769630	40819399	-1	22q13.2	13.2
SLC9A6	10479	X	135973841	136047269	1	Xq26.3	26.3
CEACAM5	1048	19	41708585	41730433	1	19q13.2	13.2
EIF3M	10480	11	32583798	32606264	1	11p13	-13
HOXB13	10481	17	48724763	48728750	-1	17q21.32	21.32
NXF1	10482	11	62792123	62806302	-1	11q12.3	12.3
SEC23B	10483	20	18507520	18561415	1	20p11.23	-11.23
SEC23A	10484	14	39031919	39109646	-1	14q21.1	21.1
C1orf61	10485	1	156404250	156456763	-1	1q22	22
CAP2	10486	6	17393505	17557790	1	6p22.3	-22.3
CAP1	10487	1	40040233	40072649	1	1p34.2	-34.2
CREB3	10488	9	35732598	35736999	1	9p13.3	-13.3
LRRC41	10489	1	46261196	46303608	-1	1p34.1	-34.1
VTI1B	10490	14	67647085	67674820	-1	14q24.1	24.1
CRTAP	10491	3	33114014	33147773	1	3p22.3	-22.3
SYNCRIP	10492	6	85607785	85643792	-1	6q14.3	14.3
VAT1	10493	17	43014607	43025123	-1	17q21.31	21.31
STK25	10494	2	241492670	241509730	-1	2q37.3	37.3
ENOX2	10495	X	130623369	130903317	-1	Xq26.1	26.1
UNC13B	10497	9	35161992	35405338	1	9p13.3	-13.3
CARM1	10498	19	10871553	10923075	1	19p13.2	-13.2
NCOA2	10499	8	70109782	70403808	-1	8q13.3	13.3
ADARB2	105	10	1177313	1737525	-1	10p15.3	-15.3
CEBPA	1050	19	33299934	33302534	-1	19q13.11	13.11
SEMA4F	10505	2	74654228	74683853	1	2p13.1	-13.1
SEMA4D	10507	9	89360787	89498130	-1	9q22.2	22.2
SEMA4B	10509	15	90160604	90229679	1	15q25	25
CEBPB	1051	20	50190830	50192668	1	20q13.13	13.13
SEMA3C	10512	7	80742538	80922359	-1	7q21.11	21.11
APPBP2	10513	17	60443158	60526242	-1	17q23.2	23.2
MYBBP1A	10514	17	4538897	4555631	-1	17p13.2	-13.2
FBLN5	10516	14	91869412	91947987	-1	14q32.12	32.12
CIB2	10518	15	78104606	78131535	-1	15q25.1	25.1
CIB1	10519	15	90229975	90234047	-1	15q26.1	26.1
CEBPD	1052	8	47736913	47738164	-1	8q11.21	11.21
ZNF211	10520	19	57630395	57644041	1	19q13.4	13.4
DDX17	10521	22	38483438	38507660	-1	22q13.1	13.1
DEAF1	10522	11	646472	677067	-1	11p15.5	-15.5
CHERP	10523	19	16517894	16542437	-1	19p13.11	-13.11
